,body,bert,hate,target
14290,Well thats it now you ruffled my feathers,0,0,0
14291,"They won’t though, those dumbasses are leaving in droves & coming to a state near you unfortunately 🤦🏼‍♀️",1,1,immigrants
14292,"Something needs to be done. Everyone needs to get off FB, Twitter and don’t use Google!",0,0,0
14293,"NON RICORDO, in tribunale...
Bla bla bla bla bla, in pitale...",0,-1,0
14294,Serious question: does anybody think that schools are gonna be a little more dangerous with all that’s going on ? And probably will still be going on,0,0,0
14295,"Let’s see

All talk. No action
This guy

I will believe it win I see it with my own eyes",0,0,0
14296,"All well and good. The only way it succeeds is if Trump gets another term. Biden will slash the crap out if it. Forget the fact that the US Govt, because of its plethora of leftists and anti Americans within, will hand over our entire military functional strategy to the CCP. Biden will have us in total submission if he is allowed The Presidency.",1,1,people of color
14297,Cut off their ability to fundraise and kill the beast. Kill their 503cs and put them all under investigation,1,0,0
14298,"Amen. Again, we all need to wake up and stop buying in. Unplug/delete/change the channel. They hate our country, they despise the everyday American and we have allowed it!!",1,1,0
14299,They are all traitors and those that voted them totally ignorant,1,1,people of color
14300,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
14301,Just more verbal diarrhea spewing from a Demorat bottom feeder,0,-1,0
14302,"I am of the belief that the left has gotten to Barr. Not sure what they have on him, but his silence about everything is loud.",0,0,0
14303,"@Raymondw018 😂 😂😂 

Seems we got off on the wrong foot. My dog gives me a small space on the bed. She’s small, but takes up a LOT of room!",0,0,0
14304,She is a consistent pimple on the ass of Republican progress!,1,0,0
14305,É o número de ... que você curte. Por exemplo curti o que Bolsonaro postou.,0,0,0
14306,"If we're gonna rob a bank, we're not stealing the fucking gumballs you idiots",1,1,0
14307,Well Bloomberg paid for excons to vote in florida. Already over except the crying,0,0,0
14308,"@Cthfhhg UMM , homosexuals are the dumbest MFERS on the planet , Suck it, Get back to your Gloryhole, u worthless piece of shit , YEE HAA",1,1,queer people
14309,"My dad was 90 last November. He's still waiting for his ""white privilege"" to arrive. Born into a family of ten. Father blinded in the first war. Mother in service and taking in laundry to survive. Seven brothers and sisters plus a lodger living together in Bermondsey until the blitz. Dad and his youngest brother pulled from the rubble by neighbours and the ARP. Kids then evacuated to Kent while the eldest brothers went off to Burma and the Med. Dad survived rationing, no school and being machine gunned by a 109 in West Wickham high St. He served during the Berlin Airlift and was called up for Korea. He survived his regiment's slaughter and returned to become a butchers apprentice. Eventually starting his own business with my Mum to be. Never one to complain he has worked his entire life and is still going strong. If anyone has seen his ""privilege"" please let me know. It's a long time coming.....",0,0,0
14310,Crazy auntie maxi-mouth. Shut the hell up.,1,1,women
14311,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
14312,@pedestrian101 Trust me the sugar content matters and decent hangover,0,0,0
14313,Pelosi and the Democrats would love this!!!!!!!!,0,0,0
14314,"I think that fox has finally revealed it's true sentiments in regard to the DNC. The network of Juan Williams, Dona Brazil, and Chris Wallace is not for me. I am tunning them out collectively. I will not return for the decent reporters or commentators, until they publicly distant themselves from the network's clear efforts on behalf of DNC interests. I hope Fox is happy with their decision to become a new voice for the msnbc crowd.",0,0,0
14315,"Or power. 

Listen to the mocking bird song today 

Education has been revealed to every soul in existence on earth. 

Thanks global patriots. 

Best plan ever. 

#earthstrong",0,0,0
14316,And yet people still choose to live in Chicago and elect useless politicians that allow/want this to happen,0,-1,0
14317,"Buy American patriots products.
No Disney
Starbucks
Pro sports",0,0,0
14318,"That’s fine. How about black people who are murdered by the thousands in cities like Chicago? No problem with that either, because, to these snotty, miseducated brats, this isn’t about black people—it’s about getting rid of anyone who tells them they can’t do something. The funny thing is, if they get the totalitarian government they’re after, they won’t be able to do much of anything.",1,1,people of color
14319,"Put someone in jail or split these co ,this is looking bad for the Republicans ,do something !",1,1,immigrants
14320,for sure. and it will be a terrible thing to fall into the hands of the living God.,0,-1,0
14321,Lol. Now all other countries know about Dominion and it’s over for them. Open up Discovery!!,0,0,0
14322,Probably none because he will never be held accountable 😡😡😡,0,-1,0
14323,May God Bless you Congresswoman Debbie. May you lead us to light.,0,0,0
14324,Breitbart: Delingpole: The Great Reset Is Not a Conspiracy Theory.,0,0,0
14325,Screw Twitter and FB. Glad to see you here!,1,0,0
14326,It’s a time for us to WARN dirty traitor Mitch as he threatens our president!!,1,1,people of color
14327,"“Trump's a bad, crazy, deranged individual because he did not want to continue the failed policies of the last 20 years. That's the complaint of these Deep Staters in a nutshell.”

What these DC Bubble-Heads didn’t realize is that Trump had been studying policy for 40 years. 

The Military And State Can't Handle The Trump Truth | Zero Hedge",1,1,gay
14328,I am here! Dropping FB if they continue their censoring! Screw Zuckerberg!,1,1,0
14329,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
14330,"2 yard signs, and I have been out specifically looking",0,0,0
14331,"One of the penalties for refusing to participate in politics is that you end up being governed by your inferiors.
Plato",0,0,0
14332,This woman is crazy and need to go!,0,-1,0
14333,@shaghayegh77 نه بابل شوخی کردم نزنی بعد فحشم بدی 😶,0,-1,0
14334,"⚔️#strongertogether 💔#wwg1wga💥#wwg1wgaworldwide💯 #savethebabies 🧚#operationoverwatch🗝️ #weareone
🌈🌍😎#lookoutforeachother ⚖️",0,0,0
14335,"I read complications from Covid-19. I guess we'll get some story soon, whether true or not is yet to come. I voted for Luke Letlow so I'm heartbroken at the news. He gave us hope, now I'm not so sure. 💔💔💔",0,0,0
14336,"Absolutely. I have never given into this lunacy. Fortunately, my family is healthy and happy.",0,-1,0
14337,I’m sure I’m not alone in how BETRAYED I have been feeling as an American. It truly is DEVASTATING. ♥️🇺🇸♥️🇺🇸♥️🇺🇸,0,0,0
14338,"Yes but it's not only President Trump's win, it will be all Americans.",0,0,0
14339,"FINISH THEM🤘 They are all EVIL!
💕",1,1,women
14340,Welcome to Parler. The first step towards taking back your voice. Thrilled to have you join our growing community! Share with your family & friends. Let’s have some fun. Let's Parley!,0,0,0
14341,"I agree totally, they don't teach !",0,0,0
14342,Well done & very well said! please pass it on for further actions from AZ legislators & constituents!,0,0,0
14343,Trump is an impeached President and an unindicted felon,1,0,0
14344,In the interest of fair play 🤓,0,0,0
14345,Is there anyone that is not a swamp rat???,0,0,0
14346,"Merry Christmas Congressman, keep up the good work. Florida loves you, even if the sheetstains don't, they just won't admit it out loud",0,0,0
14347,"Who cares, they’ve lost their audience… I’m one of them",0,-1,0
14348,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
14349,"You got the wrong site, it's @hunterbiden.com. 🤣😂",0,0,0
14350,"Use it to re-sleeve California’s rectum, after we pull out the giblets",0,0,0
14351,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
14352,"HMMMMMMMMMMMM, well what will happen now with the Maxwell arrest...",0,0,0
14353,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge",0,0,0
14354,Texas Border Patrol Agents Apprehend Three Illegal Migrants From Iran - Sara A. Carter,0,0,0
14355,You gotta run for office. I’m sorry but you have too,0,0,0
14356,The truth of actually starting your own business it is actually pretty lonely. You are all by yourself.,0,0,0
14357,"Clear WINNER!
Amanda Head Talks the Vice Presidential Debate",0,0,0
14358,Question? Have ANY Global/Dem Radicals Tested Positive? Or did their Communist Friends have a Vaccine Ready before Pandemic?🤔,1,1,people of color
14359,Time to sue them for all NI contributions.👍🏻,0,0,0
14360,Ban the product. Actually we should refuse all packets from that part of the world,0,0,0
14361,@Zsha1 القمر عانس بالسماء؟ القمر شلون يتزوج! مين بيتزوجه؟ اذا تزوج كيف بيصير؟,0,-1,0
14362,The scum bag speaks. And who cares. He is done,1,1,women
14363,Welcome! For people looking for Parler tips and how tos Check out @parlersupport or the Parler Youtube page. The videos are in both places. There is also a Parler101 channel which has some good data as well.,0,0,0
14364,Such an evil rat. Durham and Barr dragged their feet too.,1,1,people of color
14365,And all this mayor cares about is wearing mask and being politically correct and the governor worries about the vandalism the crimes and murders the destruction of property. And she’s up for the VP awesome this is what you’re going to get as a vice president from her￼,0,0,0
14366,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
14367,It appears we have no recourse. Since the courts are in bed with the Dems.,0,0,0
14368,"A lot of Barn Yard Animals went with Biden. Did you see this? 

Joe Biden’s cancer charity spent $3.7million + on staff salaries, distributed -0- towards research grants over 2 years, tax filings reveal. The charity received $4,809,619/ spent $3,070,301 on staff salaries 2017 and 2018 Gregory Simon, president, received $429,850 in FY 2018.",0,-1,0
14369,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
14370,"Working-class voters, your ballot is your health, and the stakes are higher than ever",0,0,0
14371,Only time will tell. Stay informed. Patience is a virtue. 😊,0,0,0
14372,I sent him a good one then blocked that perv.,0,0,0
14373,This open letter is great. Read the questions for Fauci.,0,0,0
14374,We need to quit buying their crap. I am done with all of them.,0,-1,0
14375,Thank you Sir I will always support you even from another state !,0,0,0
14376,You still following me fag? Chud? Only wanksters talk like that. Fucking wigger.,1,1,gay
14377,It can also be used as a night stick to keep an uppity nigger in check.,1,1,immigrants
14378,Welcome! For people looking for Parler tips and how tos Check out @parlersupport or the Parler Youtube page. The videos are in both places. There is also a Parler101 channel which has some good data as well.,0,0,0
14379,Tem gosto pra tudo nesta vida...,0,0,0
14380,Welcome to Parler. I will see you in the comments. Please leave a review on the app stores and share with your friends!,0,0,0
14381,Welcome to Parler. I will see you in the comments. Please leave a review on the app stores and share with your friends!,0,0,0
14382,"I’ve see evidence that Pence is involved in child sex trafficking in Indiana, a lot of Deep State agents want out and are co-operating with Trump and the Q team, another perspective that resonates is to keep your friends close and your enemies closer, I think it’s tough to truly know if anyone is getting the mRNA vaccine, even when it’s filmed it’s tough to know for sure, but as long as it isn’t mandatory, and we get solid pushback for trying to make the vaccine a ticket to do business and travel, we are good ⚔️💉🛡",0,0,0
14383,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
14384,Wicked old witch is playing politics with American lives.,1,1,people of color
14385,"Why do you think she on the ticket,",0,0,0
14386,Oh yeah. That’s a special kinda ugly!,0,-1,0
14387,"Joe Biden Arrives in Michigan and is Greeted by a Crowd of Trump Supporters Chanting ""4 More Years!"" -- And ZERO Biden Supporters (VIDEO)",0,-1,0
14388,He who laughs first never laughs last !,0,0,0
14389,Welcome! For people looking for Parler tips and how tos Check out @parlersupport or the Parler Youtube page. The videos are in both places. There is also a Parler101 channel which has some good data as well.,0,0,0
14390,Call and email senators and congress,0,0,0
14391,Republicans pick up tenth house seat with New York victory.,0,0,0
14392,@Rrodriguezmort Do we need to cause some hell or what?,0,-1,0
14393,All of CA is in purple tier beginning at noon tomorrow. And a 10pm curfew. Insane!!,0,0,0
14394,@SlainteIrishRover Truly a dirt bag. I knew the asshole.,1,1,people of color
14395,"Seems no one pays attention to the idiot anymore, wonder why?",1,0,0
14396,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
14397,"@DasEchteQ Fuck off, do you know anything about ww2 you tit, the germans nearly wiped out the jews in gas chambers, get educated before shouting your little gob.",1,1,jewish people
14398,Waiting on you!!!! Fashionably late as always...lol,0,0,0
14399,"@Qanon172020 Oh yeah that “stink eye” look, I get it weekly here for being a non-conformist too.",0,0,0
14400,Ма ја мислим на ове она је много луда и свашта је радила лудо због љубави оно треба јој забрана приласка а не тапшање на Интернету,0,0,0
14401,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
14402,keep fighting. God stands with right people do the right thing. looser is the cheated guy and community .,0,0,0
14403,Perhaps Mandatory military service 1 yr for anyone 18 or completed HS. Medical condition only exemption .,0,0,0
14404,"@Tomarakh If Derek chauvin has been fired the first time he used excessive force, George Floyd wouldn’t have died. I would have preferred that he be resentful and without a job, than harming more people and ignoring their constitutional rights.",0,0,0
14405,"So no “best qualified” regardless of race, just a number count. And you wonder why our education system sucks, and other “diversity quota” business have not the best and brightest. 

Now not saying anything about any race being the better than the other. I just always thought the most qualified and experienced should get the job?

Maybe because liberals are only book smart they need affirmative action.",0,0,0
14406,No wonder that bitch wears that head wrap!,1,1,women
14407,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
14408,Defending the Thin Blue Line | via JBS | #KAG2020,0,0,0
14409,It’s the black out. Q listed several things that would happen leading up to today. 1. Trumps social media will be deleted...,0,0,0
14410,I am not able to find any channel wherehI can watch Steve Bennon War Room Pandemic after you tube stopped not showing also it.App,0,0,0
14411,"That you care about your work, your country & your family",0,0,0
14412,McCains friend all u ever needed to know..,0,0,0
14413,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
14414,"Jesus was the most radical revolutionary person that walked the earth. He and I use peaceful means to bring the kingdom of God onto the earth.
The message of the cross is the power of God onto Salvation. 

Antifa, BLM and Marxists use violence against people like me they disagree with. They call me fascist! They are children of the devil. Like Satan they hate the Cross. 

But I bring them the Truth.

For everyone! 

Look to the Cross !

Jesus says 

“I am the way
I am the Truth
I am the life
No one comes to the Father (God) except through me”.

Jesus is God.

Man was created in Gods image but he Sinned.
That’s why you’re so messed up today.

In his love, God sent Jesus His Son to die on a cross for your Sin.

But you must personally accept this yourself.

Once you do your slate is wiped clean forever. 

You become a new creation and you are born again, 
a child of God 
no longer a child of Satan!

Ask God to now fill you with His Spirit.
And now follow Jesus.
Read the Bible...
Enjoy",1,0,0
14415,They don’t give a F ! Democrats are gonna do what ever TF they want ! And if Republicans and trumps legal team don’t hurry the investigations up then we’re really gonna have to go to war. That’s the only time through our history that we we’re able to stop them.,1,0,0
14416,Oh that is only 28 years ago or so. Twitler is a joke.,0,0,0
14417,Q Can't Fail. Doesn't Know How To Fail!!,0,0,0
14418,"Wow! What an intelligent, clear and concise explanation of what exactly happened and why on Nov. 3, 2020. I pray that it never happens again. Whether President Trump succeeds in his legal fight to count only legal votes, the American people and our republic are the biggest losers and are at the most risk of demise.",1,0,0
14419,We won't know if he lost this race until all the dust is settled. When all the boats are counted and the judgments of the judicial system has had its say will hear the verdict.,0,0,0
14420,Watch this all the way through,0,0,0
14421,احااااا 😂😂 لا يا عم التايم مليان قلوب والشباب بيحب بعضه مش عايزين خناقات هنا,0,-1,0
14422,Millions of Americans are praying to God that Trump will win. We all know God is more powerful than Satan and his witches.,1,0,0
14423,Senator Cruz please stay at it!!! We need this to end in ARREST!,0,0,0
14424,Trump is god.s chosen.we will win,0,-1,0
14425,"Maybe it would be easy to count on the e-book, with a search function.",0,0,0
14426,The Night MM’s Bump Appeared To Disappear In NYC – Harry Markle ~ Traditional British Pro-monarchy Satire!,0,0,0
14427,"Highly informative paper (long read but if u really want to know about all ins and outs of this controversy) that is enlightening —-includes a # of studies from all over world, politics that effected, n addition to money influences. If u read, might as well cut the tv off and concentrate——BUT VERY INSIGHTFUL!!!",0,0,0
14428,Welcome aboard @KTHopkins ! I love watching videos of you on YouTube cutting CNN shit heads to pieces with logic!,0,0,0
14429,"🇺🇸 💪🏻 ⚔️ We #veterans are crafty so don’t think for one second your limited to just one option! I shred #AndrewCuomo and reveal a possible problem headed are way in the latest video from The American Reveille!

🥊 Rumble - 
👁 YouTube - 
🍎 Apple Podcasts - 
🌪 Spotify - 
🥩 Direct - 

#newvideo #newrelease #americanreveillepodcast",0,0,0
14430,"God those people are so stupid. Those people clearly wanted to be left alone and they just wanted to start shit. If you really believe you were hit by their car, get the license plate file a police report or go to civil court for damages. This is exactly what happens when you start shit and confront people. What idiots. I’m so sick of people pulling out there cell phones, video taping and thinking that gives you the right to do anything.",1,0,0
14431,There would be all out civil war if they even try.... Lock in Load!!!,1,1,people of color
14432,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
14433,We have home protection but after seeing that couple just stand in front of their homes with guns to protect their lives and PROTESTORS want to sue them... who is on our side anymore??? We have to think “well if we protect ourselves there is a chance we will go to jail”. What is happening to our country... are the Democrats having a Marxist/Fascist revolution against America??,0,-1,0
14434,"USA 1902: Legally, Negro bought a Black Slave.",0,0,0
14435,BIA KICIS: Há muitas maneiras de se praticar FakeNews.,0,0,0
14436,What odd stuff do you mean? I seldom put my beliefs in words but I do echo a lot for all to read and decide.,0,0,0
14437,"Thats what they do, MSM is one giant circle jerk where they smear others and back each other up. Citing each others lies as sources and peddling it as truth for their own profit and greed.",0,-1,0
14438,"And people say the Chinese are smart, that image is losing its value in my eyes.",0,0,0
14439,Essas crianças sao órfãs? Cade os pais que nao reclamam disso?,0,0,0
14440,Locality goes to the highest bidder when it comes to many holding public office,0,0,0
14441,"@GoldandCryptoShine Yes, but people confuse fortune telling, horoscopes and mainstream trash with actual astrology. It’s been discredited and propagated much like many other truths. They have convinced Christians it’s evil or fake. Kinda like the term conspiracy theorist is used to discredit truth tellers. It doesn’t matter.. people don’t have to believe in or understand things for those things to remain true. I’m not an astrologer by any means, but the guy who wrote this post is and he’s a damn good one.",0,0,0
14442,Patriots have already figured this out. We are keeping list of Rinos,0,0,0
14443,"I just said that exact same thing today! With so many Patriots there, it would be the perfect time and place to ensure the dirty dems get what they want through elimination of the resistance.",0,0,0
14444,"Report: 13,000 Florida Felons Could Be Eligible to Vote After LeBron James, Michael Bloomberg Pay Fines",0,0,0
14445,"Ha! NO KIDDING!!! PIG PELOSI 🐷🐷🐷
NOT NEGOTIATING IN GOOD FAITH ...
😂🤣😂🤣😂🤣😂🤣😂
NOW THAT IS HILARIOUS!!! 😂🤣😂🐷🐷🐷🐷🐷🐷🐷",1,1,people of color
14446,I hope they don’t fact check and block the truth like Facebook does!!!,0,0,0
14447,"My God, their openly telling you what the plan was!!",0,0,0
14448,ADL and SPLF both are far left anti 2nd Amendment,0,-1,0
14449,If those fans really wanted to make a statement they should have just stayed home. The silence would have been deafening.,0,0,0
14450,"I don't see anything. Proceed with caution, but continue driving. If you walk at night, you should wear reflective clothing in order to be seen for your safety.",0,0,0
14451,"Demand an open investigation, can't simply says it's Trump or biden people",0,0,0
14452,Our press secretary must be doing a damn good job if these disgusting filth mongers are going after her.,1,1,women
14453,"The arsehole was a vile disgusting criminal he should have been deported years ago, bet his neighbours are relieved he is dead",1,1,immigrants
14454,Search for child leads Mexican police to 23 abducted kids – FOX6Now.com,0,0,0
14455,Stay out of the road !!! FUKKUM!!,1,1,people of color
14456,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
14457,Hi Earl... you and Moon put me on one of your list... i have over 900 followers. Thanks to you and Moon... Great Patriots!!! 🇺🇸😊,0,0,0
14458,He going to be canonized as a saint by the communist pope. Petition has been presented.,0,0,0
14459,@Ivanka2020 Im a women ya punk ass,1,1,0
14460,"خداروشکر پارلر این کسشر خروس رو تو جای مرغا نگه دار و نداره.

اشششششششششه",0,-1,0
14461,@iYasserM لا و الله صدقني المنصوره هنا مجالاتها ضيقه جدااا و مش سامحه للواحد انه يعمل اي حاجه خالص,0,-1,0
14462,"I’ve given quite a bit of thought to the 2020 General Election, and concluded that Joe Biden won . . . 

. . . the award for most convincingly illegitimate candidate for President in the history of our Constitutional Republic.

#StolenElection",0,-1,0
14463,@Was326679347268 As is her failed and horrendous ideology,0,-1,0
14464,Welcome! For people looking for Parler tips and how tos Check out @parlersupport or the Parler Youtube page. The videos are in both places. There is also a Parler101 channel which has some good data as well.,0,0,0
14465,"I've seen them with a couple sling-shots...but, yeah, It's a shit show over there!",0,0,0
14466,Yeah sometimes it's glitchy for sure,0,0,0
14467,True but be of the republic... damn iPhone and autocorrect.,0,0,0
14468,And isn’t it convenient that Georgia is one of the states that used it? Some one needs to at least prevent Dominion from tallying run-off election!,0,0,0
14469,Face the facts people. Nothing will be done period. The rich is above the law. Unless Americans start start killing each one of the traitors. Nothing will done period.,1,0,0
14470,"🤣🤣🤣🤣🤣🤣
Goodbye NBA ...we won’t miss you.!!!",0,-1,0
14471,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
14472,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!,0,0,0
14473,As Biden hops on private jet after bashing Trump for climate change what a fucking hypocrite!!,1,1,0
14474,Crow Sez: The Dow Jones was able to stay above the 28 k mark after some digestion of the Fed decision and comments. The S&P futures were not able to do the heavy lifting and actually not ready to handle the 3400. After chewing over the comments tonight traders could look more positive on Thursday.,0,0,0
14475,‘Hillary news is unprecedented. The biggest political scandal in American history’… – CITIZEN FREE PRESS,0,0,0
14476,"This is by far the most crocked and rigged election ever. If you actually believe that this is sucker any any way, you are problem that this America is facing. YOU ARE THE CORRUPTION Lori.",1,0,0
14477,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
14478,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!,0,0,0
14479,It’s not yours and Harris vaccine. President Trump did this. Theirs those democrats STEALING AGAIN!!,0,0,0
14480,"I’m sure Hillary has already washed them, with her cloth...",0,0,0
14481,REPORT: John Brennan Finally Blocked From Accessing Classified Information via @gatewaypundit,0,0,0
14482,Something only a fag would say,0,-1,0
14483,Can't wait to see their faces when reality grabs them by their 🐱🐈🐈‍⬛ too!! 🙀😿😹😼,0,0,0
14484,@Auldiedog My heart... 😪 only the Lord could could do this! This is amazing!,0,0,0
14485,AG Barr is keeping his promises. Honey Badger doesn’t give a shit.,0,0,0
14486,ALERT: Kamala CAUGHT Accepting Russian Intelligence On Trump! – The Informed American,0,0,0
14487,My first - what do you call it here !,0,0,0
14488,I have no doubt he knows what he’s doing!,0,0,0
14489,Why are you shocked they Soros is Jewish Rothschild is Jewish Zuckerberg is Jewish.,1,0,0
14490,"HUGE: One Batch of 23,000 Ballots All For Biden Identified in Georgia That Were Fraudulent - More than Enough for Trump Win",0,0,0
14491,"Oh Glenn.
God bless you!
Your graphic is astonishingly inaccurate.
Thegreatswapping.com",0,0,0
14492,I usually screenshot and send it to facebook. Otherwise they take it down before anyone sees it. I think they're all pedaphiles!,1,0,0
14493,"Not a Biden fan, not even close. But have to say that too much is too much. Sending out best wishes etc... who cares. What’s next the Biden’s had a Chinese dinner at a Chinese restaurant and Chinese people were there. Don’t care. On the other hand Biden’s received millions from a Chinese company for being given sensitive government information from the Biden’s , well, that’s something to hear about. Just saying.",0,0,0
14494,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
14495,"The #illuminati killed & #bodysnatched the good real #popebenedict and #popefrancis. #vatican now hasthe #antipope, a #fakepope, a #clone, a #vril #drone. Even then the Catholic Faith remains real.

#qanon #qarmy #wwg1wga #patriots #thegreatawakening 
#themoreyouknow #truth #wakeupamerica #draintheswamp
#freedom #justice #godblessamerica #usa #america #americafirst #keepamericagreat
#trump2020 #trump #trumptrain #donaldtrump #maga #maga2020
Stop #humantrafficking and #childtrafficking. #saveourchildren from #satanic #pedophiles, #cannibals & #adrenochrome addicts",1,1,immigrants
14496,They st can't let go of the Russian narrative.,0,0,0
14497,Why waste you time on Twitter,0,0,0
14498,Machine recount. Biden will win a 3rd time. SMH We are being huge snowflakes. I’m embarrassed.,1,0,0
14499,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
14500,Who is supposed to be handling these issues! What government departments should be going out to these places and forcing these frauds to let them in!!! I thought this was America still! At least for today!,0,-1,0
14501,I needs to slam her on it.,0,-1,0
14502,Agreed. I think there’s more October surprises coming,0,0,0
14503,"Mobs, rioters, murderers, cheating and bullying is what they endorse.",0,-1,0
14504,That was a year ago; I am sure she has misplaced more by now.,0,0,0
14505,"I’ve heard:
Russia, Russia, Russia 
Racist, Racist, Racist
to the point I just tune it out. Why don’t we talk about China. The real threat.",0,-1,0
14506,"Hello and welcome aboard to Parler! Just wanted to share with you a few Parler pro tips really quick: 1. Comment, comment, comment. Don’t just upvote. As we say around here, “The gold is in the comments.” You can click on a particular user’s “comments” link just under their profile photo. 2. Do NOT follow other users just because they follow you. Get to know them first. Check out their posts. If they engage with you repeatedly or produce really good content that you like, then follow them. You want to build a “mini-community,” sort of like a bubble of friends on the platform who you interact with regularly. 3. This is a free speech platform. Many new users mistakenly believe its a “conservative” platform, but that’s just because there are a lot of conservatives on here that got burned by Big Tech. It’s okay to meet people and friend them even if they disagree with you. 4. You can parlay however you want and all, but my recommendation is to avoid posting only political content. Even if that’s important to you, it can get old fast. Make friends. Share your other interests. Gardening, food & cooking, football—whatever you do to have fun! And if you have any questions, please don’t hesitate to ask me! All Best, Rob #ParlerConcierge",0,0,0
14507,Judging from the way she is holding that one I think the money might be better spent on training.,0,0,0
14508,Yes so all could see it,0,0,0
14509,This is just like something that moron AOC would produce! Read and echo ppl! This is a very bad bill!,1,0,0
14510,The man is just so accustomed to plagiarism he thinks everything written is his!,0,0,0
14511,Never was about a virus that was just how they pushed there bs,0,0,0
14512,"George Soros gave 220 million to BLM in July 2020. In a (60 minutes) interview George Soros said with a big smile ""I felt no guilt whatsoever ""helping Nazi's ship Jewish people to death camps.",1,1,jewish people
14513,"More corrupt judges,,, they r everywhere, like a plague",1,0,0
14514,Bill Clinton is repetitive sex Offender. Think about it our taxes paid for 8 years and retirement of this destroyer. Perhaps we can ask for our money back. The Clinton family is a corrupted family,1,1,0
14515,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
14516,"Daily Beast is a useless rag. And to use a personal, and very sad, occasion to tell a lie is especially dirty",0,0,0
14517,Their loss! Who needs their propaganda anyway?,0,0,0
14518,"DING DONG THE WICKED WITCH IS DEAD!!! Pelosi is dog meat Patriots! 
Check out the votes involving Cali!!
OLLLL NANCY, GIVE US ALL OF YOUR ICE CREAM AND YOU 3000 square foot freezers!! 

Denise is practicing the Navy Slip Knots! Pick a favorite knot you old drunk hag!!!",1,1,women
14519,Where is the RNC and the rest of the Republican Party trying to help save this country other then the few who have stood up,0,0,0
14520,"What’s up with the morning news on FOXNews? It used to be fair and balanced. Lately it’s more like CNN. We don’t need more left leaning news. 
What’s next?
Fox, lets have “fair and balanced” back!",0,0,0
14521,"Uma síntese sobre o Governo do Presidente Jair Bolsonaro e algumas reflexões importantes que muita gente não se atenta.

Título: Bolsonaro: Um Jair por de Trás do Presidente

Link para o vídeo:",0,0,0
14522,Because what else do they have if they’re not being spineless tools? 😂,0,0,0
14523,Welcome! For people looking for Parler tips and how tos Check out @parlersupport or the Parler Youtube page. The videos are in both places. There is also a Parler101 channel which has some good data as well.,0,0,0
14524,I agree with they know that the mask will not help you bc this virus is air borne just like flu colds .,0,0,0
14525,Evidence should be given to court first then media! Let’s see this - bobulinksi held press conference and gave evidence about Biden family crime. So what? Did that work? No. Giving it to you does not help fight against fraud at all!!,0,0,0
14526,A 5 second Google search will yield hundreds of results of voter fraud,0,0,0
14527,"I am very happy that you came out okay 
get well soon",0,0,0
